lat,lon,id,DAYS_OF_OPERATION,HOURLY_RATE,MAX_TIME,HOURS_OF_OPERATION,TYPE_OF_METER
34.14247034,-118.151586,843,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14361017,-118.1511977,844,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235744,-118.1536168,845,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235782,-118.1533177,846,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236044,-118.1526625,847,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360358,-118.1521781,848,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246682,-118.15295,849,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348345,-118.1500965,850,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371196,-118.1518204,851,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14832042,-118.1446104,852,Mon-Sat,1.25,2,7am-5pm,single-space
34.14831906,-118.1447532,853,Mon-Sat,1.25,2,7am-5pm,single-space
34.14831698,-118.1449959,854,Mon-Sat,1.25,2,7am-5pm,single-space
34.14462415,-118.1448576,855,Sun-Sat,1.25,1,7am-8pm,multi-space
34.14588563,-118.1550384,856,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14562954,-118.1549793,857,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.1458566,-118.1529794,858,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14831524,-118.145555,859,Mon-Sat,1.25,2,7am-5pm,single-space
34.14831438,-118.1456274,860,Mon-Sat,1.25,2,7am-5pm,single-space
34.14773957,-118.1484485,861,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,multi-space
34.14520325,-118.152299,862,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14514124,-118.1522975,863,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14699434,-118.1470924,864,Sun-Sat,1.25,4,2am-2am,single-space
34.14698366,-118.1470924,865,Sun-Sat,1.25,4,2am-2am,single-space
34.146547,-118.1415825,866,Mon-Sat,1.25,1,9am-6pm,multi-space
34.14468719,-118.1554044,867,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,single-space
34.14469424,-118.1554826,868,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,single-space
34.1447001,-118.1555644,869,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,single-space
34.14470656,-118.1556419,870,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,single-space
34.14471244,-118.155705,871,Sun-Thurs/Fri-Sat,1.25,4,11am-8pm/11am-2am,single-space
34.1416458,-118.1521467,872,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1416453,-118.1520692,873,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14164479,-118.1519996,874,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14164693,-118.1517203,875,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14164702,-118.1516514,876,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14164711,-118.1515811,877,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246921,-118.1520088,878,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14444673,-118.1500399,879,Mon-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14961329,-118.14473,880,Mon-Fri,1.25,0.25,7am-6pm,single-space
34.14961202,-118.1447945,881,Mon-Fri,1.25,0.25,7am-6pm,multi-space
34.1444434,-118.1512283,882,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1477015,-118.1430357,883,Mon-Sat,1.25,0.5,7am-5pm,multi-space
34.14771517,-118.1428675,884,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14893829,-118.1428787,885,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14887492,-118.1430438,886,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14754117,-118.1453858,887,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14902619,-118.1444029,888,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14775136,-118.1448793,889,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14774763,-118.1453163,890,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14754169,-118.1449497,891,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14682488,-118.1500846,892,Sun-Thurs/Fri-Sat,1.25,0.25,11am-8pm/11am-2am,single-space
34.14720624,-118.1490095,893,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14384031,-118.1489795,894,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14828618,-118.1436208,895,Mon-Sat,1.25,1,7am-5pm,multi-space
34.1484349,-118.1436638,896,Mon-Sat,1.25,1,7am-5pm,multi-space
34.14755365,-118.1465418,897,Mon-Sat,1.25,2,7am-6pm,multi-space
34.14771569,-118.1464291,898,Mon-Sat,1.25,2,7am-6pm,multi-space
34.14770904,-118.1470863,899,Mon-Sat,1.25,2,7am-6pm,multi-space
34.14360235,-118.1529066,900,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14359569,-118.153596,901,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14370668,-118.1529147,902,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14370446,-118.1536067,903,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14331154,-118.1524292,904,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.14282538,-118.1524238,905,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,multi-space
34.13836547,-118.1324307,906,Mon-Sat,1,1,9am-6pm,multi-space
34.14144681,-118.1324628,907,Mon-Sat,1,1,9am-6pm,multi-space
